"","fips","county_name","state_name","type","relative_mobility","absolute_upward_mobility","top1pc_share","gini","hhinc_mean2000","mean_commutetime2000","frac_coll_plus2000","foreign_share2010","med_hhinc1990","poor_share2000","share_black2000","share_white2000","share_hisp2000","share_asian2000","gsmn_math_g3_2013","rent_twobed2015","singleparent_share2000","traveltime15_2010","emp2000","mail_return_rate2010","ln_wage_growth_hs_grad","nonwhite_share2010","popdensity2000","ann_avg_job_growth_2004_2013","job_density_2013","stay_cz","leave_cz"
"1",1001,"Autauga","Alabama","metro",0.444,38.4,0.061,0.381,74699.969,28.490602,0.18973459,0.020154603,29718.635194206,0.10375097,0.16422907,0.80433792,0.013819249,0.0042984923,2.7598643,739.36542,0.24081098,0.20416254,0.60958648,82.333183,-0.06331379,0.22753844,73.466034,0.010145103,40.719135,0.6417,0.3583
"2",1003,"Baldwin","Alabama","metro",0.336,39.6,0.127,0.491,76064.086,26.50108,0.23003615,0.037591625,26435.6906244025,0.09859775,0.097916134,0.86590564,0.018494057,0.0035410856,2.7925096,816.84521,0.23788308,0.27532622,0.57702631,80.034088,0.030092912,0.16495213,88.323204,0.012950056,50.085987,0.6575,0.3425
"3",1005,"Barbour","Alabama","micro",0.398,36.1,0.097,0.492,51246.004,24.047514,0.10744983,0.02814395,19026.7497412145,0.27296948,0.4637036,0.50907332,0.016422329,0.0023420302,1.6000091,527.29077,0.39326334,0.37604919,0.453271,74.899071,0.18936642,0.53246897,32.818073,-0.020755908,9.2306719,0.4894,0.5106
"4",1007,"Bibb","Alabama","metro",0.434,39.1,0.066,0.418,55094.492,32.875317,0.070025712,0.0068591884,19696.7850136175,0.21399727,0.22258869,0.7608481,0.0099782664,0.0007675208,1.5316743,604.27759,0.2572943,0.25268301,0.49424064,70.003571,-0.020072633,0.24979271,33.450962,-0.0046446533,12.875392,0.6678,0.3322
"5",1009,"Blount","Alabama","metro",0.317,42,0.063,0.334,62749.727,36.18924,0.096214026,0.047343444,23159.691502392,0.1155434,0.012931854,0.92202812,0.052030329,0.0012271091,2.8154035,567.69586,0.17340772,0.19434378,0.57780957,83.100349,0.0964626,0.11112662,79.148064,-0.008120399,36.175354,0.7404,0.2596
"6",1011,"Bullock","Alabama","rural",0.365,34.2,0.149,0.464,41518.551,26.25119,0.076166436,0.01349327,14736.0778002918,0.34550691,0.73125643,0.23191227,0.028622525,0.0019450312,1.039439,266,0.59602183,0.39213505,0.37466386,47.211689,0.36383346,0.78083199,18.696487,0.026254078,6.9540229,0.5481,0.4519
"7",1013,"Butler","Alabama","rural",0.494,37.9,0.115,0.5,53386.293,26.863214,0.10281672,0.011251595,16564.633026209,0.24775615,0.41309077,0.57476223,0.006658155,0.0020303214,1.5268495,524.55286,0.38733461,0.35295179,0.48403466,69.6987,0.010279955,0.45939752,27.546604,-0.00024342755,10.563457,0.6468,0.3532
"8",1015,"Calhoun","Alabama","metro",0.399,38.3,0.103,0.432,60064.41,24.250038,0.15742382,0.025508069,24578.8736724943,0.16617341,0.17799953,0.78915697,0.015894711,0.0051424825,3.2839758,618.74536,0.30619383,0.31467241,0.54225862,80.268486,0.098773666,0.26386499,189.63713,-0.016005199,72.892357,0.617,0.383
"9",1017,"Chambers","Alabama","micro",0.386,35.4,0.105,0.423,54240.402,23.371609,0.09511444,0.0088536562,21354.5979518344,0.16964421,0.3744528,0.61128759,0.0076860879,0.0015865947,2.1440363,652.08014,0.36535591,0.27802211,0.54817635,80.745163,-0.038835149,0.41858834,61.32613,-0.010350547,23.566212,0.6337,0.3663
"10",1019,"Cherokee","Alabama","rural",0.404,37,0.107,0.406,54810.438,30.194675,0.096435606,0.0049979342,21495.5727038362,0.15568018,0.056788132,0.92434883,0.0086910874,0.0013013354,1.712031,607.31073,0.21528015,0.26244637,0.52871585,79.229576,0.12870842,0.079264298,43.321377,-0.0082949791,19.232437,0.6536,0.3464
"11",1021,"Chilton","Alabama","metro",0.363,40.3,0.066,0.392,58160.18,34.786503,0.099208765,0.039485548,21828.3830167495,0.15689461,0.10240564,0.85921514,0.029297225,0.0015491572,3.1304917,594.58862,0.2250824,0.23589729,0.57104445,80.541008,0.10126027,0.18898793,57.144794,-0.003689972,26.109396,0.7566,0.2434
"12",1023,"Choctaw","Alabama","rural",0.337,40.5,0.074,0.47,53174.992,35.823273,0.094706401,0.0034914624,17503.9181759146,0.24379402,0.43304932,0.55575556,0.0066867131,0.00049170974,1.9019498,496.59229,0.33651438,0.25258994,0.44178951,72.870117,0.4131563,0.44440436,17.429667,-0.017208306,4.6743293,0.5133,0.4867
"13",1025,"Clarke","Alabama","rural",0.387,39.9,0.075,0.465,55590.383,26.946381,0.12044387,0.0023420858,19029.5729689959,0.2244824,0.42990211,0.55741453,0.0064261742,0.0021966975,1.4487185,493.00317,0.30996585,0.37438929,0.49512899,72.677635,0.055336248,0.460264,22.505817,-0.030748706,5.7692385,0.6396,0.3604
"14",1027,"Clay","Alabama","rural",0.356,40.9,0.065,0.385,49747.879,27.168133,0.077876642,0.018981127,19242.0861096585,0.17211582,0.15937528,0.81280237,0.017669385,0.001112991,1.6756015,383.59851,0.25708747,0.2929689,0.52708459,81.160637,0.04678918,0.19710021,23.600863,-0.012092866,8.1843033,0.658,0.342
"15",1029,"Cleburne","Alabama","rural",0.404,43.9,0.039,0.296,54088.742,30.513508,0.092221275,0.010642632,21208.6587630243,0.14004964,0.036951948,0.93886423,0.013225643,0.0014610854,3.0739887,530.44354,0.20058538,0.25270006,0.55804032,78.694389,0.25920442,0.067860015,25.215139,-0.017793171,9.6107836,0.7348,0.2652
"16",1031,"Coffee","Alabama","micro",0.394,41,0.118,0.45,66815.43,22.108135,0.2075303,0.046599746,25665.2009577255,0.14126441,0.17889202,0.76116198,0.028555863,0.0098991264,3.3043158,635.03894,0.27358371,0.3423388,0.52624398,77.192505,0.049714852,0.27656764,64.236626,-0.00018012787,28.138044,0.532,0.468
"17",1033,"Colbert","Alabama","metro",0.419,38.8,0.079,0.426,60925.859,24.397106,0.14280142,0.016148681,23053.6243261058,0.13735613,0.16722186,0.8099224,0.011165569,0.0022265245,2.5650976,599.2428,0.26656562,0.36768466,0.53371429,79.897728,-0.14369418,0.20382892,92.78907,-0.0051766243,37.017036,0.6896,0.3104
"18",1035,"Conecuh","Alabama","rural",0.359,38.5,0.145,0.484,46990.355,26.65904,0.093375206,0.00055668474,15858.1412401739,0.26671585,0.43471828,0.55003017,0.0072169974,0.0010780797,3.0408378,450.09814,0.37901899,0.34183317,0.44579414,70.697281,0.12384813,0.48866042,16.572233,-0.011007579,4.9296775,0.5519,0.4481
"19",1037,"Coosa","Alabama","micro",0.291,37.9,0.075,0.332,54764.941,28.279268,0.082570285,0.0055183675,20012.8679261634,0.14673184,0.3322916,0.64303297,0.01365343,0.00047732025,1.5093206,499.83136,0.29542398,0.16920446,0.50675154,67.205772,0.11300989,0.3410174,18.745602,-0.013254521,6.212688,0.6111,0.3889
"20",1039,"Covington","Alabama","rural",0.417,43.4,0.104,0.465,52833.57,23.333979,0.1210404,0.012936896,18696.7070838666,0.18467161,0.12117664,0.85943204,0.0078007402,0.0018018701,3.3432653,561.96057,0.27034241,0.45807952,0.51398855,77.760971,0.030281421,0.15924799,36.518784,-0.008994069,14.331519,0.585,0.415
"21",1041,"Crenshaw","Alabama","rural",0.373,44,0.059,0.402,50167.492,32.612568,0.11362074,0.039643571,16549.4571689256,0.21926156,0.24967471,0.73438913,0.0062973052,0.0014308862,3.1199837,481.36026,0.32454991,0.29200277,0.51021713,77.950653,0.074572064,0.27944773,22.444357,0.0081381751,9.5723171,0.6503,0.3497
"22",1043,"Cullman","Alabama","micro",0.335,42.2,0.091,0.395,60555.273,29.138426,0.11847363,0.026190663,21724.9130268982,0.12958473,0.010360404,0.95413756,0.02187326,0.0016450932,3.8820558,586.08502,0.20940292,0.29893169,0.57696313,81.216125,0.054961674,0.072606526,105.43756,-0.009722326,45.454731,0.7318,0.2682
"23",1045,"Dale","Alabama","micro",0.402,39.8,0.11,0.413,57197.398,22.046247,0.14041103,0.036627442,24258.622965923,0.15002108,0.20549522,0.73161149,0.031517353,0.0096622612,2.1926258,588.37555,0.32184485,0.35344353,0.50794131,71.164909,0.052383237,0.28946689,87.546982,-0.0010409254,34.25103,0.5662,0.4338
"24",1047,"Dallas","Alabama","micro",0.413,35.5,0.116,0.537,50400.969,23.54932,0.13978201,0.0083448328,18384.8059633635,0.30221033,0.62523377,0.36103725,0.0061405231,0.0037658068,2.4282541,541.53705,0.49121648,0.39418447,0.44789419,74.086044,NA,0.71072572,47.375431,-0.0032486201,14.612315,0.5271,0.4729
"25",1049,"De Kalb","Alabama","micro",0.352,42.4,0.13,0.443,56427.883,25.227806,0.082468174,0.072960965,20669.9116434537,0.15396863,0.017152937,0.90639645,0.056201823,0.0017311488,1.8044913,537.62146,0.22774895,0.32756481,0.58264607,77.828247,0.042005964,0.18439299,82.941109,-0.013056695,34.517105,0.7191,0.2809
"26",1051,"Elmore","Alabama","metro",0.376,39.1,0.06,0.379,73750.031,29.978611,0.16806358,0.021042813,27714.9802032957,0.099335507,0.2041214,0.76863235,0.012206428,0.0022519086,2.4378459,764.48303,0.24050818,0.18257049,0.55459809,84.264641,0.12536113,0.25035623,106.50916,0.010114059,56.037201,0.6681,0.3319
"27",1053,"Escambia","Alabama","micro",0.407,40.2,0.138,0.489,54734.641,25.599335,0.1034471,0.010959821,19280.802954541,0.21788551,0.30245632,0.64448547,0.0098472387,0.0021654514,2.5624282,519.14667,0.31577915,0.39903498,0.48444206,77.076675,0.090256743,0.38651842,40.673721,-0.0012843945,13.824198,0.5777,0.4223
"28",1055,"Etowah","Alabama","metro",0.395,39.3,0.112,0.477,60933.965,24.848179,0.13482268,0.022847924,24504.0565778685,0.15173915,0.13680202,0.83303708,0.016534131,0.0038434204,2.2325947,594.91736,0.28380615,0.35915178,0.5353052,80.613129,0.086972348,0.20722973,193.38457,-0.0094213998,75.773239,0.6694,0.3306
"29",1057,"Fayette","Alabama","rural",0.53,42.8,0.083,0.385,51696.789,28.232143,0.0915564,0.0050521432,20703.4956789049,0.17262539,0.12024426,0.86506438,0.0081889164,0.0013689401,2.8168795,409.69174,0.24641688,0.34947702,0.50597483,84.653809,0.046975862,0.13972509,29.466637,-0.024270942,9.360178,0.6302,0.3698
"30",1059,"Franklin","Alabama","rural",0.371,42.6,0.118,0.44,52853.957,25.249252,0.097759016,0.076557636,17996.5060244764,0.19081904,0.044547424,0.86859137,0.077589676,0.001099276,3.0787928,497.57953,0.2367373,0.3592076,0.53547692,78.922516,0.44917172,0.20360206,49.251007,0.00066473644,19.844751,0.6639,0.3361
"31",1061,"Geneva","Alabama","metro",0.486,38.6,0.118,0.434,51302.152,27.686937,0.086572811,0.016068012,20185.9283263753,0.19577438,0.10569055,0.86187053,0.017787708,0.0010984044,2.8225119,510.54282,0.26213792,0.26770177,0.53280365,80.129341,0.20274527,0.15296753,44.857994,-0.0086330222,17.889723,0.6928,0.3072
"32",1063,"Greene","Alabama","rural",0.33,34.8,0.095,0.453,45566.727,29.744713,0.10421875,0.0089018177,12303.2503560608,0.34259796,0.80076104,0.18994392,0.00581872,0.0016158352,5.4682393,372.55276,0.54672676,0.27967024,0.4159196,60.302464,-0.089182884,0.82730794,15.413144,-0.021473909,4.0394988,0.4333,0.5667
"33",1065,"Hale","Alabama","metro",0.413,37.2,0.229,0.587,49181.16,29.508087,0.081147112,0.0089624589,14495.6990944674,0.26606038,0.58053547,0.40417907,0.0091742827,0.0025216674,3.3120985,486.48538,0.42246339,0.29135489,0.45844334,71.064766,0.10966663,0.6057741,26.687145,-0.018936334,8.5193872,0.698,0.302
"34",1067,"Henry","Alabama","metro",0.37,37.7,0.084,0.444,56419.445,26.19277,0.14579207,0.02323561,22068.3119502103,0.18562399,0.31471714,0.66298109,0.014227683,0.00077690766,2.3784873,575.60101,0.30474675,0.2766926,0.53514498,75.876778,0.035202138,0.3219859,29.034216,-0.011446728,11.430331,0.6655,0.3345
"35",1069,"Houston","Alabama","metro",0.406,38.1,0.137,0.558,67880.063,21.000668,0.18661226,0.021839429,26915.7347197768,0.14558746,0.23213951,0.73928219,0.012762111,0.0058025108,2.8737555,618.30261,0.31578124,0.37953565,0.59589309,78.064903,0.063156322,0.31331304,153.12296,-0.0030852114,73.389641,0.629,0.371
"36",1071,"Jackson","Alabama","micro",0.385,42.1,0.065,0.348,58419.676,28.127211,0.10412636,0.014583756,22516.0448320823,0.13645969,0.037491824,0.9137879,0.011291362,0.0018338567,2.9614308,579.71338,0.2429148,0.31320983,0.58901805,82.194176,0.02157433,0.099385649,50.030247,-0.015782038,20.245522,0.6895,0.3105
"37",1073,"Jefferson","Alabama","metro",0.407,36.2,0.173,0.6,76728.961,25.858503,0.25479212,0.041326102,30680.9623643183,0.13487449,0.34654245,0.62017435,0.015805256,0.0093220361,2.3716967,771.40839,0.33176503,0.22250485,0.58719778,78.897934,-0.015227763,0.48332489,595.7522,-0.0032881335,264.94409,0.7431,0.2569
"38",1075,"Lamar","Alabama","rural",0.443,44.3,0.05,0.341,50666.398,25.180838,0.078101337,0.0024943692,20737.6499588025,0.16086046,0.12086908,0.86129063,0.013052331,0.00044098817,2.8613338,353.34503,0.2530168,0.30473191,0.51887506,84.024139,0.080603622,0.13883547,26.29434,-0.0090894997,8.9179869,0.5851,0.4149
"39",1077,"Lauderdale","Alabama","metro",0.34,42.2,0.145,0.482,64913.211,24.553654,0.18625438,0.018407382,25683.195853365,0.14432465,0.096703865,0.88124484,0.010152662,0.003467561,3.2964609,622.63464,0.25785998,0.33136326,0.55710036,78.768517,0.17439049,0.14541198,131.74519,0.0039032674,60.031631,0.6547,0.3453
"40",1079,"Lawrence","Alabama","metro",0.349,40.6,0.041,0.38,59604.414,28.875477,0.075334296,0.016513268,21692.2925060599,0.15192434,0.12504068,0.781865,0.010412502,0.0010853451,3.0386004,589.42346,0.2277092,0.2643382,0.5493868,80.505814,0.20759758,0.23061241,50.38969,-0.014724162,18.956762,0.7818,0.2182
"41",1081,"Lee","Alabama","metro",0.384,36.7,0.118,0.511,63987.363,21.546135,0.30574524,0.049550172,25896.4983923381,0.21774428,0.22805192,0.73325437,0.014625379,0.012246856,2.8300865,715.86157,0.30266157,0.36776847,0.59540117,77.602013,0.04996052,0.30194584,189.60625,0.011852887,109.25919,0.5469,0.4531
"42",1083,"Limestone","Alabama","metro",0.377,38.9,0.067,0.398,69676.516,27.328465,0.17259422,0.035056524,28153.4430673369,0.11850973,0.14024979,0.81908685,0.025944421,0.0032786725,2.4035375,612.83972,0.21766391,0.23197967,0.58838892,80.547256,0.0091132931,0.21345219,117.29176,0.013184434,66.023499,0.7517,0.2483
"43",1085,"Lowndes","Alabama","metro",0.349,34.7,0.094,0.418,49661.629,36.838329,0.10999939,0.0030825697,16387.5930972373,0.3111392,0.72983724,0.2606231,0.0064716144,0.00068133272,0.83335233,512.34241,0.46667695,0.11043181,0.44888741,62.244579,NA,0.74856186,18.817818,-0.029381998,4.8092504,0.7731,0.2269
"44",1087,"Macon","Alabama","rural",0.334,33.7,0.047,0.336,48544.117,25.694695,0.19857284,0.0037933183,15252.5169335143,0.34029371,0.83421195,0.15206304,0.007063014,0.0036191558,2.2081928,542.8725,0.57261568,0.31286404,0.44873267,75.736336,NA,0.8477065,39.543755,-0.0058601662,12.486738,0.6001,0.3999
"45",1089,"Madison","Alabama","metro",0.373,37.1,0.11,0.453,86251.07,22.599285,0.34483936,0.055314369,36430.6322749553,0.10253859,0.22317965,0.71882993,0.018469315,0.016476734,2.6738648,741.83655,0.27332231,0.28154087,0.64190435,79.593491,0.053998891,0.338597,345.18936,0.0073876576,200.29092,0.6616,0.3384
"46",1091,"Marengo","Alabama","rural",0.432,37.8,0.077,0.519,55902.914,26.122744,0.11886861,0.0028309964,19627.3691091369,0.26144671,0.51968205,0.46584272,0.0096647926,0.0015741729,3.2559211,479.75916,0.38255641,0.40945071,0.47455299,76.763901,NA,0.54311121,23.051935,-0.019491542,7.1195908,0.4556,0.5444
"47",1093,"Marion","Alabama","rural",0.392,43.2,0.073,0.397,53762.836,23.472403,0.079942919,0.014767897,18596.34956974,0.15484877,0.037728149,0.94121879,0.011637176,0.0021512404,4.3869233,436.1011,0.23264149,0.39388403,0.51590365,81.56292,NA,0.073661305,42.05386,-0.0089491922,15.49125,0.6257,0.3743
"48",1095,"Marshall","Alabama","micro",0.339,41.7,0.114,0.455,61134.879,25.178955,0.13643141,0.073427506,21557.3721282749,0.14746676,0.015905378,0.91065359,0.059280585,0.0022663504,3.2309623,535.70343,0.25194874,0.3625578,0.57049847,78.011856,0.10954669,0.16081661,145.32527,-0.0048764618,66.875679,0.6584,0.3416
"49",1097,"Mobile","Alabama","metro",0.399,37.4,0.137,0.545,66232.984,26.346849,0.18563187,0.032830436,26001.6169009985,0.16777353,0.29099622,0.6684255,0.012586218,0.011293464,2.9671228,741.09186,0.3290261,0.23352863,0.5567559,76.586601,0.096037969,0.40942198,325.22299,0.0025887319,139.15895,0.7244,0.2756
"50",1099,"Monroe","Alabama","rural",0.389,38.1,0.074,0.483,55258.684,24.075485,0.11714826,0.012927917,21452.9076209468,0.21069564,0.39000836,0.58439928,0.0077766194,0.002602638,1.4252567,517.76801,0.31890562,0.38123053,0.50620991,73.638199,NA,0.45287845,23.715115,-0.029697662,6.6717038,0.4881,0.5119
"51",1101,"Montgomery","Alabama","metro",0.439,34.3,0.153,0.622,75364.336,21.423639,0.30525136,0.040899936,32908.695150334,0.14896978,0.4497261,0.5197677,0.011895488,0.0085764453,1.8751533,792.21655,0.36693659,0.29747367,0.58083791,78.029091,0.011708957,0.61589706,284.99911,-8.8972789e-05,125.74179,0.6424,0.3576
"52",1103,"Morgan","Alabama","metro",0.357,38.8,0.111,0.424,70486.813,24.283976,0.18398027,0.0517984,29497.7946900797,0.12102202,0.10997015,0.83955276,0.031132743,0.0039180284,2.8007281,605.04498,0.25351906,0.30754292,0.59090668,77.969604,0.050586123,0.22516529,191.70914,0.0010815673,91.639397,0.6998,0.3002
"53",1105,"Perry","Alabama","rural",0.42,36,0.09,0.419,43593.176,31.315619,0.10149418,0.0011367195,14280.6806392478,0.35317087,0.6804691,0.30827922,0.0086423224,0.00029070245,3.0117438,521.97864,0.49857509,0.28723156,0.395235,53.133263,NA,0.70333302,16.501192,-0.0081953043,4.2839437,0.6144,0.3856
"54",1107,"Pickens","Alabama","metro",0.469,37.7,0.058,0.405,52180.891,30.744041,0.097490571,0.0045950143,18283.6937150075,0.24550751,0.4181757,0.5686692,0.0069350214,0.001119007,1.0639271,478.38358,0.36314866,0.26609835,0.4826467,69.722366,0.063485049,0.44155777,23.767626,-0.010776023,7.6320982,0.5663,0.4337
"55",1109,"Pike","Alabama","micro",0.427,40,0.231,0.653,52310.121,22.53907,0.20182025,0.03995204,17531.7139810173,0.23093562,0.37397933,0.59590948,0.012242661,0.0045792963,2.4254091,574.30969,0.38512704,0.5010758,0.54777241,69.567749,NA,0.42590961,44.152588,-0.0038191576,20.510494,0.5649,0.4351
"56",1111,"Randolph","Alabama","rural",0.371,38.2,0.089,0.412,53141.984,31.452843,0.099290803,0.015638918,19434.1596037184,0.16970152,0.2137931,0.76553392,0.012460972,0.0018832353,2.209461,673.29266,0.26330969,0.35248384,0.52675211,79.987556,NA,0.24584296,38.549786,-0.010759699,14.637894,0.7085,0.2915
"57",1113,"Russell","Alabama","metro",0.354,35.7,0.065,0.39,52174.324,25.590038,0.097129308,0.015438262,22283.0178511478,0.18470198,0.3951048,0.57437181,0.015913369,0.0032201451,2.0845604,639.38202,0.39765438,0.24436466,0.52877855,76.329567,0.12757665,0.478894,77.448212,0.016949587,36.198021,0.626,0.374
"58",1115,"St Clair","Alabama","metro",0.323,40.8,0.087,0.412,68439.984,33.593147,0.11151128,0.019870127,24707.1142440157,0.11888424,0.081934534,0.89534873,0.010181689,0.0015655952,2.7617831,665.41547,0.21114446,0.20107239,0.56707376,79.947723,0.15120856,0.12735517,102.44155,0.01661966,57.690723,0.7474,0.2526
"59",1117,"Shelby","Alabama","metro",0.363,40.4,0.138,0.439,103002.66,30.23225,0.36263925,0.055641398,38220.7164995634,0.060641687,0.067140318,0.89470005,0.019786743,0.008828273,2.6697447,817.6192,0.15738222,0.18907341,0.684066,83.332787,-0.0071772798,0.19844683,182.55338,0.016072877,130.01653,0.6664,0.3336
"60",1119,"Sumter","Alabama","rural",0.349,35.7,0.149,0.56,41360.43,27.281378,0.12791467,0.00096553704,13275.4930363634,0.38730988,0.72519755,0.26085255,0.011041593,0.001215274,1.4651419,582.00916,0.48019859,0.36444756,0.42156696,59.869904,NA,0.75993603,16.371515,0.011126528,5.4973688,0.4392,0.5608
"61",1121,"Talladega","Alabama","micro",0.417,37.4,0.082,0.424,58394.492,26.10228,0.11243969,0.018649852,21748.2793288011,0.17539763,0.3167882,0.66520184,0.0096902475,0.0019291852,2.5955334,606.90436,0.32994762,0.32003471,0.51343226,79.396881,0.039151661,0.35498413,109.01364,-0.011167851,44.382675,0.6119,0.3881
"62",1123,"Tallapoosa","Alabama","micro",0.481,38,0.068,0.446,60120.594,25.787376,0.13977364,0.014984825,22244.0585938112,0.16619708,0.2527532,0.7338165,0.0058330703,0.001657403,1.5429493,553.58075,0.31662181,0.3676585,0.52979559,82.524513,NA,0.30704537,57.922783,-0.0020358816,23.598783,0.5779,0.4221
"63",1125,"Tuscaloosa","Alabama","metro",0.41,37.3,0.149,0.529,68387.68,23.028875,0.24788418,0.032868739,25904.4391526278,0.17774361,0.27218619,0.69796914,0.012987914,0.0085305851,2.3745196,707.04169,0.34104446,0.34726506,0.58052284,79.978096,-0.017632693,0.34956539,124.73936,0.01364226,67.790123,0.6751,0.3249
"64",1127,"Walker","Alabama","metro",0.33,41.1,0.08,0.414,56228.566,34.461529,0.093806319,0.010285854,21225.2955686315,0.16277015,0.059762269,0.92004138,0.0086467564,0.0021725339,3.0647604,545.05402,0.25404605,0.25494015,0.49997815,80.895882,0.10689446,0.096026734,89.37516,-0.017551839,30.505831,0.6749,0.3251
"65",1129,"Washington","Alabama","rural",0.393,43.1,0.048,0.387,55603.398,34.910755,0.085330181,0.0053119846,19936.3733098447,0.18467984,0.2684671,0.64467967,0.0088335332,0.00073120272,1.726289,627.60223,0.2325694,0.24774979,0.50194752,68.519463,NA,0.34844434,16.753271,-0.0052084299,5.5406046,0.7216,0.2784
"66",1131,"Wilcox","Alabama","rural",0.445,35.1,0.073,0.433,40409.484,30.6947,0.10117007,0.0030918876,12674.6354403455,0.39762181,0.71325475,0.27655518,0.0072171204,0.0014570549,1.3172414,306.07932,0.49982122,0.33196828,0.35705367,66.052902,NA,0.73350471,14.837366,-0.041168913,2.525605,0.5193,0.4807
"67",1133,"Winston","Alabama","rural",0.42,41.1,0.176,0.5,53238.938,26.880564,0.081923082,0.015275953,18306.1174851993,0.17051107,0.004187231,0.96899962,0.014431451,0.0012147485,2.5491889,498.0827,0.22512478,0.36228061,0.54455698,76.281357,NA,0.050931219,40.53302,-0.010182329,14.25332,0.6523,0.3477
"68",2013,"Aleutians East","Alaska","rural",NA,NA,NA,NA,91875.047,7.8330126,0.048829097,0.72238725,42384,0.21834385,0.016314423,0.19317761,0.12569521,0.25996876,NA,952,0.39805827,0.99072206,0.46469834,63.799999,0.067917809,0.86469281,0.38628218,0.083038643,0.29834104,0.6099,0.3901
"69",2016,"Aleutians West","Alaska","rural",NA,NA,NA,NA,104702.53,10.595191,0.11004294,0.56620103,45156.4815212613,0.11869246,0.033223812,0.37733477,0.10520053,0.21494605,3.5979075,800,0.23443563,0.98054254,0.69993758,62.900002,0.31602669,0.68620753,1.2447964,0.036882121,0.9056378,0.4893,0.5107
"70",2020,"Anchorage","Alaska","metro",0.285,44.1,0.092,0.351,100003.1,20.661945,0.28101626,0.092463791,46873.3185809775,0.073511496,0.06842117,0.69845718,0.057326518,0.045514811,3.1329191,1276.3882,0.31026992,0.38427776,0.65124631,76.91951,0.1036457,0.37355137,152.68695,0.0097669223,88.091988,0.587,0.413
"71",2050,"Bethel","Alaska","rural",0.294,34.1,0.057,0.434,66491.75,8.9735126,0.12683982,0.0056562033,26231.925962264,0.2022489,0.0069984742,0.12419746,0.0088836551,0.010401194,-0.66132653,901.20959,0.28663418,0.89487666,0.53301704,62.700001,0.012303104,0.89102453,0.39452794,0.0019468369,0.15341383,0.6586,0.3414
"72",2060,"Bristol Bay","Alaska","rural",NA,NA,NA,NA,83842.563,11.656827,0.21099745,0.0076263109,51112,0.094594598,0.0055643879,0.52146262,0.0055643879,0.0023847376,NA,1074,0.24064171,0.71503955,0.63986784,NA,0.43094087,0.52256769,2.4968095,-0.082672656,0.88916588,0.2233,0.7767
"73",2068,"Denali","Alaska","rural",NA,NA,NA,NA,90089.227,16.680338,0.22720365,0.048951048,44606.0530758949,0.078903191,0.014791337,0.84521925,0.024828315,0.0098836115,3.4848018,1229,0.20987654,0.61806655,0.55880398,74.400002,-0.087011307,0.11610079,0.14845416,-0.042652547,0.0739526,0.3423,0.6577
"74",2070,"Dillingham","Alaska","rural",NA,NA,NA,NA,71992.352,10.874757,0.15642408,0.015112057,29990.7990509594,0.21778476,0.0045910613,0.20430689,0.022064218,0.0053150668,0.99625593,901.72186,0.30130571,0.83220214,0.53643823,67,0.019150959,0.8236022,0.26506862,0.0053600804,0.10318396,0.4869,0.5131
"75",2090,"Fairbanks North Star","Alaska","metro",0.263,45,0.079,0.293,88116.5,19.040693,0.27635965,0.049883366,40617.3892283146,0.075258859,0.0601293,0.77028537,0.039022978,0.017624719,3.2001278,1284.8149,0.26598379,0.41813913,0.59610105,72.838638,0.051385947,0.25949723,11.288858,0.0086168991,6.0660577,0.5182,0.4818
"76",2100,"Haines","Alaska","rural",NA,NA,NA,NA,76426.094,13.785543,0.2379518,0.0060313633,36048,0.10672269,0.0029264214,0.81939799,0.013795987,0.0045986623,3.1474195,NA,0.2683706,0.75401068,0.53218883,68.900002,0.18874706,0.17783093,1.031657,-0.023426695,0.4425084,0.3928,0.6072
"77",2110,"Juneau","Alaska","micro",0.298,41.7,0.055,0.258,103388.87,17.393282,0.35384095,0.067220591,48361.0919747822,0.05966299,0.013433048,0.73360014,0.033660255,0.044868484,2.9375267,1242.6449,0.28003648,0.50355893,0.70868391,80.361671,0.15949619,0.32645884,11.366315,-0.0011903457,6.1815047,0.5019,0.4981
"78",2122,"Kenai Peninsula","Alaska","rural",0.259,47.3,0.052,0.342,81713.813,23.427212,0.20304348,0.031727817,43445.165240606,0.10059911,0.0070023448,0.85192865,0.021493465,0.0086576436,3.4423058,948.51245,0.26321599,0.47841841,0.55381906,76.062965,0.16435935,0.1718592,3.0911334,0.01250932,1.5920043,0.566,0.434
"79",2130,"Ketchikan Gateway","Alaska","micro",0.214,43.8,0.079,0.297,90868.797,15.962074,0.20185567,0.072162494,45247.1458206325,0.065303251,0.0079477523,0.72743034,0.026533913,0.04352659,2.9532373,1139.2383,0.30769005,0.59673357,0.66370612,73.638962,0.087599345,0.33828002,2.8971405,-0.010827223,1.3597029,0.4645,0.5355
"80",2150,"Kodiak Island","Alaska","rural",0.231,45.7,0.143,0.371,98407.344,11.999219,0.18934476,0.17878336,46022.1270526593,0.066815965,0.0095273107,0.56890315,0.061304342,0.1583064,2.692416,1058.7081,0.23116273,0.7166819,0.63633585,75.593361,0.017535973,0.47491172,2.1242585,0.010524683,0.94403011,0.4033,0.5967
"81",2164,"Lake and Peninsula","Alaska","rural",NA,NA,NA,NA,71235.469,8.822896,0.12436289,0.018450184,25252.8593465547,0.18895027,0.0010970928,0.18760285,0.011519473,0.0021941855,2.3988495,725,0.33079848,0.8672986,0.47467321,NA,-0.34476748,0.7780503,0.077075906,-0.046195377,0.022788761,0.4923,0.5077
